,Rk,Player,Pos,MP,Starts,Min,90s,Gls,Ast,NPG,PG,PA_x,YC,RC,Gls/90,Ast/90,G+A/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,SCA,SCA/90,SCPass,SCDeadPass,SCDrib,GCA,GCA/90,GCPass,GCDeadPass,GCDrib,PossTkl,TklDef3rd,TklMid3rd,TklAtt3rd,DriblTkl%,DriblledPast,%SuccPress,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,ShotBlocks,Interception,Clearances,GoalErrors,TCP,PA_y,TotDist,PrgDist,TSPC,SPA,TMPC,MPA,TLPC,LPA,KeyP,Pass18,Cross18,ProgPass,Live,Dead,FKPass,PressPass,Cross,LeftP,RightP,Touches,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,SuccDrib,AtmpDrib,Nutnegs,Carries,TotDistCarry,PrgDistCarry,CarryAtt3rd,Carry18Yd,CarryDIsp
305,244,Valentino Livramento,DF,18,18,1615,17.9,1,0,1,0,0,2,0,0.06,0.0,0.06,0.6,0.6,1.4,2.0,0.04,0.08,0.11,0.04,0.11,22,1.23,19,0,1,1,0.06,0,0,0,23,22,13,3,52.9,16,31.2,126,91,30,36,7,55,39,0,608,802,9989,3573,337,383,223,298,44,95,12,11,5,45,638,164,13,98,39,67,528,1040,307,497,330,35,23,39,1,600,4293,2480,38,11,25
306,245,Diego Llorente,DF,14,14,1176,13.1,1,0,1,0,0,5,0,0.08,0.0,0.08,0.3,0.3,0.1,0.4,0.02,0.0,0.03,0.02,0.03,5,0.38,5,0,0,0,0.0,0,0,0,13,12,7,1,53.3,7,37.5,99,70,7,37,9,27,52,1,560,690,12744,3538,120,138,329,367,106,170,2,4,0,35,667,23,18,76,0,162,473,834,509,371,27,5,7,9,1,531,3983,2613,4,0,5
307,246,Hugo Lloris,GK,18,18,1620,18.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.03,0.03,0.0,0.03,4,0.22,4,0,0,0,0.0,0,0,0,0,0,0,0,,0,50.0,2,0,0,0,0,0,0,0,336,448,10212,6507,79,79,116,117,134,245,3,0,0,0,278,170,31,21,0,281,72,502,501,1,0,0,0,0,0,173,772,410,0,0,0
308,247,Giovani Lo Celso,"MF,FW",8,2,221,2.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.7,0.7,0.6,1.4,0.3,0.26,0.56,0.3,0.56,9,3.67,4,2,0,0,0.0,0,0,0,3,4,3,1,27.3,8,17.5,24,26,13,6,0,1,0,0,109,139,1722,319,57,62,28,36,14,20,5,1,0,6,126,13,3,23,1,115,22,184,22,94,80,9,5,7,0,131,749,381,6,1,10
309,248,Jürgen Locadia,FW,1,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.45,0.0,0.45,0.45,0.45,0,0.0,0,0,0,0,0.0,0,0,0,1,0,1,0,,0,75.0,0,2,2,0,0,0,0,0,2,3,43,0,0,0,2,2,0,0,0,0,0,0,3,0,0,1,0,0,3,6,0,3,3,2,1,1,0,5,10,4,0,0,1
310,249,Ruben Loftus-Cheek,MF,12,7,697,7.7,0,2,0,0,0,1,0,0.0,0.26,0.26,0.9,0.9,0.8,1.7,0.12,0.1,0.22,0.12,0.22,22,2.84,13,0,2,4,0.52,2,0,0,9,10,4,1,33.3,4,34.1,37,69,20,9,3,7,12,0,389,441,6592,1392,182,201,170,188,27,33,5,10,0,40,435,6,5,74,2,25,380,557,105,346,148,17,23,35,3,417,2140,1338,22,3,18
311,250,Shane Long,"FW,MF",3,1,108,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.26,0.0,0.26,0.26,0.26,1,0.83,0,0,0,0,0.0,0,0,0,1,1,2,1,,0,33.3,3,11,22,1,0,0,1,0,14,25,138,34,13,21,1,3,0,1,0,0,0,2,25,0,0,16,2,2,10,44,3,14,30,3,0,1,0,20,80,19,0,0,5
312,251,Sean Longstaff,MF,13,9,846,9.4,1,1,1,0,0,1,0,0.11,0.11,0.21,0.9,0.9,0.4,1.3,0.1,0.04,0.14,0.1,0.14,15,1.6,11,1,0,2,0.21,1,0,0,24,14,15,6,37.8,23,28.3,107,109,31,17,5,14,17,0,303,377,6027,1471,126,150,113,127,52,80,4,1,0,22,355,22,16,80,2,62,286,486,147,271,93,5,3,5,0,288,1305,481,4,0,12
313,252,Ademola Lookman,"FW,MF",12,8,711,7.9,3,0,3,0,0,1,0,0.38,0.0,0.38,2.3,2.3,1.2,3.5,0.29,0.15,0.44,0.29,0.44,26,3.29,20,0,2,2,0.25,1,0,0,12,7,10,5,50.0,7,26.9,46,77,44,15,1,10,2,0,199,261,2763,716,125,145,59,74,7,20,13,11,2,22,254,7,3,61,12,61,196,377,55,186,155,40,17,30,2,301,1326,724,12,8,20
314,253,Imran Louza,MF,7,6,423,4.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.03,0.11,0.14,0.03,0.14,13,2.77,3,8,0,0,0.0,0,0,0,9,7,5,3,50.0,6,30.6,37,48,13,4,1,9,3,0,153,199,3326,1083,53,61,66,80,34,56,10,4,0,22,170,29,15,19,6,131,43,239,50,141,59,0,5,8,0,109,554,232,1,0,1
315,254,Matthew Lowton,DF,17,17,1514,16.8,1,2,1,0,0,2,0,0.06,0.12,0.18,0.5,0.5,1.1,1.7,0.03,0.07,0.1,0.03,0.1,30,1.78,22,4,0,2,0.12,1,0,0,22,19,11,7,46.3,22,36.4,61,53,37,38,11,31,54,0,507,739,9885,4766,253,285,167,225,82,196,11,20,8,68,568,171,15,76,31,48,480,911,280,421,250,7,7,13,0,405,1779,1046,17,1,8
316,255,Douglas Luiz,MF,15,14,1232,13.7,0,3,0,0,0,3,0,0.0,0.22,0.22,0.3,0.3,1.4,1.7,0.02,0.1,0.13,0.02,0.13,35,2.56,21,9,1,3,0.22,1,2,0,17,14,12,3,37.9,18,29.2,105,108,23,23,5,33,14,0,498,619,9897,2542,196,222,196,231,97,146,21,10,0,46,543,76,43,96,12,51,517,771,189,435,188,2,10,21,2,448,2365,1105,12,0,9
317,256,Romelu Lukaku,FW,13,8,830,9.2,5,0,5,0,0,0,0,0.54,0.0,0.54,3.7,3.7,2.0,5.7,0.4,0.22,0.62,0.4,0.62,26,2.82,18,0,3,3,0.33,0,0,1,1,0,1,1,0.0,2,35.6,5,32,36,4,3,1,14,0,126,175,1638,246,81,100,29,43,7,10,13,7,0,9,163,12,0,69,5,98,44,281,23,130,149,61,11,18,0,174,784,503,9,13,19
318,257,Lyanco,DF,8,3,351,3.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.04,0.04,0.08,0.04,0.08,6,1.54,4,0,1,0,0.0,0,0,0,4,3,3,0,50.0,3,40.5,21,21,0,10,8,12,24,0,95,138,1995,816,25,28,55,62,14,46,3,2,0,10,132,6,4,17,1,8,114,192,108,87,10,3,3,3,0,94,565,233,2,0,1
319,258,Alexis Mac Allister,"MF,FW",14,5,578,6.4,4,1,3,1,1,1,0,0.62,0.16,0.78,2.4,1.6,0.6,2.2,0.37,0.09,0.46,0.25,0.34,22,3.43,14,3,0,1,0.16,0,1,0,17,11,9,4,40.9,13,36.8,53,67,43,16,1,8,7,0,230,305,4233,1214,102,124,100,114,26,54,10,7,2,29,279,26,8,48,8,37,249,422,87,183,175,20,0,10,0,254,1169,633,12,1,11
320,259,James Maddison,"MF,FW",18,14,1161,12.9,5,3,5,0,0,2,0,0.39,0.23,0.62,4.1,4.1,2.4,6.5,0.32,0.18,0.51,0.32,0.51,44,3.41,28,4,5,11,0.85,7,1,1,7,3,8,5,18.8,13,22.9,51,107,52,10,0,9,1,0,310,430,5851,1827,131,164,125,149,46,99,19,18,3,46,363,67,23,93,15,43,374,567,76,295,233,44,16,29,1,400,2089,1155,16,4,15
321,260,Harry Maguire,DF,16,16,1394,15.5,0,0,0,0,0,6,1,0.0,0.0,0.0,0.7,0.7,0.0,0.8,0.05,0.0,0.05,0.05,0.05,12,0.77,7,2,0,1,0.06,1,0,0,7,11,4,0,50.0,6,34.1,60,21,1,23,18,25,84,0,750,852,16657,5256,218,230,374,409,155,205,2,2,0,54,824,28,27,119,0,133,647,1015,513,510,57,19,2,3,0,620,4032,2277,16,0,4
322,261,Riyad Mahrez,FW,16,8,847,9.4,6,4,4,2,2,0,0,0.64,0.43,1.06,5.1,3.5,3.0,6.5,0.54,0.32,0.85,0.38,0.69,42,4.46,32,7,0,6,0.64,4,1,0,3,0,3,3,22.2,7,29.1,21,46,43,11,1,5,1,0,445,535,7470,1663,238,266,160,181,42,75,28,28,5,41,485,50,6,66,27,480,35,646,42,216,432,71,14,25,0,503,2694,1525,15,20,21
323,262,Ainsley Maitland-Niles,MF,8,2,268,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.01,0.12,0.13,0.01,0.13,8,2.69,5,1,0,0,0.0,0,0,0,4,4,2,1,25.0,3,31.5,19,25,10,5,1,3,4,0,105,136,1923,603,48,59,47,55,10,19,3,3,0,13,131,5,4,22,1,18,104,171,47,89,41,1,2,7,0,101,422,216,1,0,5
324,263,Sadio Mané,FW,20,19,1711,19.0,8,1,8,0,0,2,0,0.42,0.05,0.47,10.3,10.3,2.9,13.2,0.54,0.15,0.7,0.54,0.7,56,2.95,39,0,2,9,0.47,4,0,1,13,3,10,11,33.3,10,29.7,38,112,113,21,0,14,8,0,452,629,7190,1562,258,312,142,207,40,57,18,36,4,62,620,9,2,127,39,162,435,918,71,368,552,171,29,52,3,703,4055,2110,35,40,43
325,264,Javier Manquillo,DF,12,12,1035,11.5,1,2,1,0,0,5,0,0.09,0.17,0.26,0.5,0.5,0.3,0.8,0.04,0.03,0.07,0.04,0.07,7,0.61,7,0,0,3,0.26,3,0,0,20,21,10,3,51.9,13,31.4,76,39,25,26,6,19,25,0,241,332,3462,1455,143,166,74,105,13,38,4,1,0,16,253,79,0,45,7,22,202,455,190,180,104,11,7,10,0,209,934,402,7,1,6
326,265,Fernando Marçal,DF,11,11,954,10.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.04,0.01,0.05,0.04,0.05,9,0.85,7,0,0,1,0.09,0,0,0,17,17,6,3,38.1,13,29.8,99,55,24,27,2,21,38,0,427,549,7528,2489,198,220,190,235,34,73,2,4,2,34,451,98,4,73,39,394,38,688,227,278,221,10,4,9,1,381,1748,1072,17,2,10
327,266,Solly March,"DF,FW",15,8,854,9.5,0,1,0,0,0,1,0,0.0,0.11,0.11,0.9,0.9,1.1,1.9,0.09,0.11,0.21,0.09,0.21,33,3.48,21,7,2,3,0.32,2,0,0,10,10,3,5,36.4,7,30.6,44,45,58,15,1,19,13,0,292,402,5326,1525,146,174,102,136,35,69,15,12,4,27,350,52,10,69,28,318,37,509,103,190,242,32,15,22,1,334,1882,1065,9,10,13
328,267,Pablo Marí,DF,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.15,0.05,0.21,0.15,0.21,1,0.5,1,0,0,0,0.0,0,0,0,2,2,3,1,50.0,4,21.1,9,8,2,6,4,6,11,0,78,86,1640,531,23,26,40,41,14,17,1,0,0,8,85,1,1,8,0,60,13,114,55,61,7,3,1,1,0,59,353,190,1,0,0
329,268,Anthony Martial,FW,7,2,203,2.3,1,0,1,0,0,0,0,0.44,0.0,0.44,0.4,0.4,0.1,0.5,0.16,0.07,0.22,0.16,0.22,2,0.89,2,0,0,1,0.44,1,0,0,1,0,0,1,0.0,1,37.0,5,9,13,2,0,1,2,0,58,76,876,188,31,40,25,30,2,3,1,3,0,7,75,1,0,16,4,7,65,99,8,38,58,16,5,7,0,78,442,283,4,2,2
330,269,Martinelli,"FW,MF",13,9,779,8.7,4,2,4,0,0,1,0,0.46,0.23,0.69,3.2,3.2,1.0,4.2,0.37,0.11,0.48,0.37,0.48,26,3.0,16,3,2,5,0.58,3,1,0,12,7,8,5,33.3,8,29.8,29,46,76,14,2,12,3,0,143,209,2387,364,70,91,52,68,15,32,14,3,0,7,188,21,0,44,10,26,166,337,36,123,201,51,10,22,2,216,1533,930,12,15,17
331,270,Emiliano Martínez,GK,18,18,1620,18.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.06,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0.0,2,0,0,0,0,0,1,0,408,581,12897,7557,63,64,187,187,158,329,0,0,0,0,376,205,63,44,0,63,412,609,600,10,0,0,0,0,0,280,1270,741,0,0,0
332,271,Adam Masina,DF,11,11,866,9.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.02,0.05,0.08,0.02,0.08,9,0.94,5,3,0,0,0.0,0,0,0,10,8,11,1,34.8,15,28.1,62,59,18,23,4,20,36,0,282,420,6194,2877,71,85,150,192,56,134,7,6,4,26,325,95,8,46,17,248,52,524,204,233,101,2,8,10,0,248,994,540,6,0,3
333,272,Arthur Masuaku,"DF,FW",9,4,462,5.1,1,0,1,0,0,1,0,0.19,0.0,0.19,0.1,0.1,0.0,0.1,0.02,0.01,0.02,0.02,0.02,5,0.97,3,2,0,1,0.19,0,1,0,16,16,10,2,55.6,8,36.8,47,35,5,9,1,15,12,0,214,276,3430,1226,121,136,80,104,12,33,2,3,1,19,239,37,4,37,14,214,8,349,112,141,112,5,5,6,1,207,900,526,5,3,3
334,273,Jean-Philippe Mateta,FW,5,2,200,2.2,1,0,1,0,0,0,0,0.45,0.0,0.45,0.6,0.6,0.1,0.7,0.28,0.04,0.31,0.28,0.31,1,0.45,1,0,0,0,0.0,0,0,0,0,1,0,0,33.3,2,24.2,2,22,9,2,1,1,6,0,32,46,342,22,26,32,4,7,0,1,1,0,0,0,41,5,0,17,1,7,22,71,14,32,26,11,2,5,0,25,55,3,0,0,2
335,274,Nemanja Matić,MF,11,7,667,7.4,0,2,0,0,0,1,0,0.0,0.27,0.27,0.1,0.1,0.8,0.9,0.02,0.11,0.13,0.02,0.13,13,1.75,12,0,0,2,0.27,2,0,0,12,9,6,1,50.0,6,31.7,48,52,4,16,4,11,13,1,430,500,8023,2356,173,201,205,225,46,59,7,3,1,40,485,15,14,84,1,397,62,582,184,362,86,4,7,9,0,381,2358,1468,9,0,9
336,275,Joël Matip,DF,15,15,1350,15.0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.2,1.2,0.2,1.4,0.08,0.01,0.1,0.08,0.1,18,1.2,14,0,0,3,0.2,2,0,0,16,7,10,4,58.3,5,42.6,50,40,11,20,9,24,58,0,959,1059,20877,6094,251,277,521,552,183,219,4,5,0,82,1036,23,16,95,0,139,821,1202,480,746,92,30,10,11,0,775,4967,3386,38,2,4
337,276,Neal Maupay,FW,17,15,1287,14.3,7,1,6,1,1,4,0,0.49,0.07,0.56,5.3,4.6,1.4,6.0,0.37,0.1,0.47,0.32,0.42,34,2.38,26,0,2,2,0.14,2,0,0,8,3,6,4,40.0,6,28.9,25,109,150,13,3,8,2,0,253,325,3493,573,156,186,69,90,10,15,15,11,0,18,301,24,0,93,1,42,253,476,33,200,270,69,19,30,4,329,1283,500,14,4,31
338,277,Bryan Mbeumo,FW,16,16,1317,14.6,3,1,2,1,1,2,0,0.21,0.07,0.27,5.5,4.7,1.4,6.1,0.37,0.1,0.47,0.32,0.42,31,2.12,20,3,5,3,0.21,3,0,0,9,0,4,10,37.5,5,26.2,27,91,111,17,3,5,9,0,229,355,3759,729,128,173,64,96,27,51,14,12,2,19,333,22,9,71,21,269,46,543,51,212,315,61,16,34,2,321,1589,864,18,10,28
339,278,James McArthur,MF,11,11,950,10.6,0,1,0,0,0,3,0,0.0,0.09,0.09,0.2,0.2,0.8,1.0,0.02,0.07,0.1,0.02,0.1,20,1.89,17,0,1,1,0.09,1,0,0,16,13,12,0,36.7,19,31.2,74,139,34,24,7,18,25,0,475,569,8794,1955,190,210,212,236,59,92,9,12,5,45,538,31,13,100,10,124,407,698,158,411,166,19,11,17,2,467,2358,1115,16,2,17
340,279,James Mcatee,FW,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,0.95,0.95,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,,0,0,0,0,0,0,0,0,3,4,55,5,1,2,2,2,0,0,0,0,0,0,4,0,0,0,0,2,2,6,0,3,3,3,1,1,0,6,26,23,0,1,1
341,280,Kasey McAteer,FW,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,25.0,0,2,2,0,0,0,0,0,1,1,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2,5,5,0,0,0
342,281,Liam McCarron,FW,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,0.0,2,0,1,0,0,0,0,0,2,2,53,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,0,1,1,2,1,2,0,0,0,0,0,2,32,8,0,0,0
343,282,Alex McCarthy,GK,15,15,1350,15.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.07,1,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,274,450,8438,5425,46,46,131,133,95,268,1,0,0,0,305,145,36,23,0,46,318,483,480,4,0,0,0,0,0,220,829,480,0,0,0
344,283,John McGinn,MF,17,17,1476,16.4,3,2,3,0,0,5,0,0.18,0.12,0.3,0.7,0.7,2.7,3.4,0.04,0.16,0.21,0.04,0.21,45,2.74,27,13,1,2,0.12,1,1,0,21,14,19,8,36.8,24,29.6,67,112,54,16,1,23,14,0,467,636,10813,4158,151,182,205,248,106,194,25,28,8,83,560,76,39,86,32,511,90,815,167,447,261,14,20,32,1,551,2640,1461,22,2,21
345,284,Stuart McKinstry,MF,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,100.0,1,0,0,0,0,0,0,0,2,3,29,0,1,1,1,1,0,1,0,0,0,0,3,0,0,1,0,0,3,4,1,4,0,0,0,0,0,4,31,28,0,0,0
346,285,Kenny McLean,MF,18,17,1575,17.5,0,0,0,0,0,1,0,0.0,0.0,0.0,1.2,1.2,0.5,1.7,0.07,0.03,0.1,0.07,0.1,20,1.14,14,2,0,0,0.0,0,0,0,18,12,16,1,37.5,20,23.1,103,119,42,18,3,31,32,0,467,623,8676,2617,210,249,192,238,58,112,4,9,1,49,602,21,8,130,16,449,85,811,217,451,191,23,10,20,0,461,2342,1096,12,2,15
347,286,Dwight McNeil,MF,17,17,1504,16.7,0,1,0,0,0,1,0,0.0,0.06,0.06,0.6,0.6,2.2,2.8,0.04,0.13,0.17,0.04,0.17,42,2.51,25,9,2,3,0.18,2,1,0,19,13,23,4,27.9,31,24.4,116,153,79,44,9,38,8,0,393,560,7873,2291,162,188,146,180,73,146,22,23,15,31,517,43,18,147,54,514,21,773,144,377,325,19,29,56,2,574,3816,1725,32,5,29
348,287,Scott McTominay,MF,17,15,1287,14.3,1,0,1,0,0,5,0,0.07,0.0,0.07,0.7,0.7,1.2,1.9,0.05,0.09,0.13,0.05,0.13,22,1.54,19,0,1,4,0.28,3,0,0,16,20,12,2,44.7,21,24.8,85,126,19,27,7,21,37,0,564,658,10722,2932,230,261,246,280,79,94,11,6,1,59,644,14,12,114,5,28,581,842,228,484,187,18,16,21,0,549,3034,1517,25,2,20
349,288,Ben Mee,DF,13,13,1170,13.0,2,0,2,0,0,3,0,0.15,0.0,0.15,1.1,1.1,0.1,1.2,0.09,0.0,0.09,0.09,0.09,6,0.46,4,0,0,0,0.0,0,0,0,9,10,7,1,57.1,6,29.6,40,27,4,31,18,20,85,0,345,467,8366,3061,97,110,154,185,90,159,2,2,0,28,448,19,17,83,1,317,68,629,324,303,26,17,1,1,0,295,1530,680,1,0,5
350,289,Benjamin Mendy,DF,1,1,78,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.3,4,4.62,4,0,0,0,0.0,0,0,0,1,1,1,1,50.0,2,16.7,3,8,1,0,0,0,3,0,73,87,1355,452,26,30,38,38,8,14,2,1,1,8,75,12,4,1,4,74,2,94,16,57,28,1,1,2,1,69,302,204,4,0,1
351,290,Edouard Mendy,GK,20,20,1800,20.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.05,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,33.3,3,0,0,0,0,0,0,2,451,554,11094,6314,122,123,203,208,115,211,0,0,0,0,426,128,27,57,0,41,415,608,606,4,0,0,0,0,0,288,1123,469,0,0,0
352,291,Illan Meslier,GK,19,19,1710,19.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.05,1,0,0,0,0.0,0,0,0,0,0,0,0,,0,0.0,2,0,0,0,0,0,2,1,560,740,13609,6322,131,131,289,293,136,311,0,0,0,0,535,205,45,47,0,491,112,802,802,1,0,0,0,0,0,445,1886,907,0,0,0
353,292,Luka Milivojević,MF,9,7,545,6.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,0.03,0.1,0.13,0.03,0.13,9,1.49,5,4,0,0,0.0,0,0,0,5,3,4,2,54.5,5,29.9,32,42,13,4,0,5,10,0,301,377,5892,1613,103,117,143,167,44,76,7,6,2,30,337,40,19,39,14,50,296,412,87,233,106,1,2,3,0,223,885,396,6,0,0
354,293,James Milner,"MF,DF",13,7,600,6.7,0,1,0,0,0,2,0,0.0,0.15,0.15,0.2,0.2,1.3,1.5,0.03,0.2,0.23,0.03,0.23,16,2.4,11,3,1,1,0.15,1,0,0,17,12,12,3,44.8,16,42.9,28,60,24,13,4,17,19,0,398,492,8014,2623,148,172,181,207,64,98,8,11,2,46,447,45,13,57,16,45,398,579,152,276,174,8,2,3,0,351,1300,701,10,0,4
355,294,Yerry Mina,DF,7,6,488,5.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,0,0.0,0,0,0,0,0.0,0,0,0,6,10,0,0,57.1,3,38.1,30,11,1,10,6,5,33,0,142,176,3052,893,41,48,71,82,24,34,0,0,0,6,172,4,3,35,2,29,124,239,151,91,8,6,0,0,0,123,699,312,0,0,0
356,295,Takumi Minamino,"FW,MF",6,0,46,0.5,1,0,1,0,0,1,0,1.96,0.0,1.96,0.8,0.8,0.0,0.8,1.57,0.0,1.57,1.57,1.57,2,3.91,1,0,0,0,0.0,0,0,0,1,1,0,0,0.0,4,50.0,3,12,7,1,0,0,0,0,25,26,383,57,15,15,9,10,1,1,0,0,0,1,26,0,0,5,0,5,19,32,4,16,13,2,0,1,0,25,118,64,0,0,0
357,296,Tyrone Mings,DF,17,16,1479,16.4,1,1,1,0,0,5,0,0.06,0.06,0.12,0.7,0.7,0.1,0.8,0.04,0.01,0.05,0.04,0.05,10,0.61,6,0,0,2,0.12,1,0,0,7,5,6,1,40.0,6,24.8,50,36,15,40,18,36,94,2,559,705,12401,4301,140,172,322,352,93,171,2,4,1,38,666,39,23,69,2,491,121,901,541,331,73,34,4,5,0,457,2507,1204,7,0,2
358,297,Tyrick Mitchell,DF,20,20,1790,19.9,0,1,0,0,0,0,0,0.0,0.05,0.05,0.1,0.1,0.9,1.0,0.01,0.04,0.05,0.01,0.05,28,1.41,25,1,0,3,0.15,3,0,0,34,39,20,5,66.7,14,30.9,204,119,56,34,2,46,43,1,833,1112,14305,6871,385,431,361,469,69,159,14,26,12,83,869,243,14,137,28,743,90,1335,494,596,319,22,8,17,0,739,3179,1630,21,2,27
359,298,Jakub Moder,"MF,FW",18,11,1060,11.8,0,3,0,0,0,1,0,0.0,0.25,0.25,1.6,1.6,1.2,2.8,0.13,0.1,0.24,0.13,0.24,25,2.12,15,3,2,4,0.34,3,0,0,16,10,9,3,44.0,14,30.1,66,89,64,15,1,12,18,1,365,503,5985,1848,175,208,146,199,31,53,10,8,1,44,482,21,7,82,13,113,354,660,140,279,283,44,5,19,0,423,2231,1050,20,1,19
360,299,Wesley Moraes,FW,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,50.0,1,0,1,0,0,0,0,0,2,2,19,10,2,2,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,4,0,1,3,0,0,0,0,1,0,0,0,0,0
361,300,Tyler Morton,MF,2,1,66,0.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.36,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,33.3,1,9,2,0,0,2,0,0,32,37,586,122,14,15,14,15,4,6,0,0,0,3,37,0,0,7,0,0,32,39,3,33,5,0,0,0,0,27,91,36,0,0,0
362,301,Mason Mount,"MF,FW",18,14,1248,13.9,7,5,6,1,1,2,0,0.5,0.36,0.87,5.9,5.2,4.0,9.2,0.43,0.29,0.72,0.37,0.66,54,3.89,31,12,4,8,0.58,4,2,0,13,8,7,8,25.0,15,29.9,47,98,123,9,0,11,8,0,477,628,7229,2231,270,307,146,188,36,81,30,28,5,54,569,59,8,111,42,56,547,800,80,259,505,82,13,28,2,546,2398,1255,28,17,30
363,302,Lucas Moura,"FW,MF",17,14,1209,13.4,2,3,2,0,0,2,0,0.15,0.22,0.37,3.0,3.0,2.2,5.1,0.22,0.16,0.38,0.22,0.38,43,3.2,33,0,3,6,0.45,6,0,0,10,3,10,5,14.3,18,30.0,41,85,54,7,0,10,19,0,408,538,6011,1727,242,279,137,185,18,41,21,19,1,58,527,11,5,113,10,63,421,733,76,427,300,40,31,48,0,542,2790,1567,37,10,30
364,303,João Moutinho,MF,19,18,1569,17.4,1,0,1,0,0,2,0,0.06,0.0,0.06,0.7,0.7,1.7,2.5,0.04,0.1,0.14,0.04,0.14,35,2.01,22,9,0,0,0.0,0,0,0,27,19,11,5,25.0,39,30.4,147,155,30,25,3,32,20,0,873,1016,18481,3528,284,320,408,441,169,227,23,10,2,66,920,96,49,170,13,66,897,1153,274,656,281,4,8,10,0,766,3303,1678,21,0,11
365,304,Bali Mumba,DF,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,0,,0,25.0,10,2,0,2,0,1,5,0,7,10,99,36,5,6,2,2,0,2,0,0,0,1,10,0,0,3,0,4,5,19,12,4,3,0,0,1,0,9,53,19,0,0,0
